gpas,epas,cm,gmax_h,fastRate_h
1.73703783579476E-05,-78.3827488186979,0.962795322040458,0.000205606349854,0.260092196820231
2.29573596646176E-05,-74.3323908802405,1.0378160831665,0.0001733973607,0.174081925374059
1.89494808340933E-05,-76.9513929164819,1.01919460490817,0.000190348341684,0.230371958423124
2.04959503695741E-05,-75.3109192320482,0.94371987015129,0.000173486711739,0.224503977591463
2.46898476885179E-05,-73.2742623362476,0.991563602783912,0.000161212323295,0.154094156844095
2.15856673403981E-05,-74.6030328304437,1.00591507281023,0.000167841727763,0.200651543048156
2.89057176424581E-05,-71.2730656376268,0.959806668798913,0.000139914556671,0.07167316815656
2.48198209403697E-05,-73.1299716057494,0.975008230437478,0.000159457998238,0.142564789618587
2.29044331351011E-05,-74.0033570456796,1.01860427320243,0.000167147879255,0.169202583918645
1.59950788958815E-05,-79.4092075154549,0.98079375229127,0.00019926722962,0.289799812878747
2.5715011253462E-05,-72.6986613784679,0.978285750609751,0.00015485163205,0.123286513814878
7.9495001842059E-06,-98.0017874599761,1.0284367665576,0.000235290487976,0.417316604932589
2.39140384558484E-05,-73.7658986415839,1.06593857947742,0.000162963285377,0.125619256995986
2.32740230902057E-05,-73.4509687062854,1.02669207491268,0.000158513278215,0.159476686455629
3.19462590682065E-05,-70,1.03893330630766,0.000117563885267,0.01
2.49480717788852E-05,-72.9797852057209,0.995375883024257,0.000155872480737,0.132428975735187
2.68044348528785E-05,-72.2512073645427,0.988430208661585,0.000150133975506,0.104760436513069
3.14079377683983E-05,-70.7138147593573,0.899568870998787,0.000135198235245,0.01
2.21317282148459E-05,-74.1917498817912,1.02781777024313,0.000165473645093,0.234027074170801
2.75180478616686E-05,-71.918464974769,0.996231756906422,0.00014705480046,0.093718730755956
